IDLopHoc,IDSinhVien,MaMonHoc,HocKy,NamHoc,DiemTongKet,QuaMon,DiemTBMon,TenMonHoc,ThuocKCNTT,DotHoc,GioiTinh,MaHoa_XepLoai
26961,1711739,3245,HK2,2022-2023,8.3,1,8.25,Tiếng Việt thực hành,0,4,1,3
26961,1711739,3591,HK1,2022-2023,5.9,1,5.61,Lập trình hướng đối tượng,1,5,1,2
26961,1711739,1076,HK2,2022-2023,7.0,1,7.77,Tương tác người máy,1,5,1,3
26961,1711916,3345,HK2,2021-2022,9.3,1,7.93,Vật lý đại cương,0,2,0,5
26961,1711916,3206,HK1,2022-2023,8.5,1,8.13,Môi trường và con người,0,3,0,4
26961,1711916,3245,HK2,2022-2023,9.7,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1711916,2031,HK1,2023-2024,8.0,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1711916,3591,HK1,2022-2023,7.9,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1711916,1076,HK2,2022-2023,9.3,1,7.77,Tương tác người máy,1,5,0,5
26961,1711916,1295,HK1,2023-2024,8.0,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26961,1711954,3395,HK2,2021-2022,7.8,1,7.49,Logic học,0,2,0,3
26961,1711954,3245,HK2,2022-2023,8.9,1,8.25,Tiếng Việt thực hành,0,4,0,4
26961,1711954,2031,HK1,2023-2024,7.5,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1711954,3591,HK1,2022-2023,5.0,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1711982,3345,HK2,2021-2022,7.7,1,7.93,Vật lý đại cương,0,2,0,3
26961,1711982,3197,HK1,2022-2023,7.2,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26961,1711982,3245,HK2,2022-2023,7.9,1,8.25,Tiếng Việt thực hành,0,4,0,3
26961,1711982,2031,HK1,2023-2024,7.3,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1711982,3591,HK1,2022-2023,7.1,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1711982,1076,HK1,2023-2024,7.4,1,7.77,Tương tác người máy,1,5,0,3
26961,1712084,3345,HK2,2021-2022,5.9,1,7.93,Vật lý đại cương,0,2,0,2
26961,1712084,3196,HK1,2022-2023,6.5,1,7.51,Giao tiếp kinh doanh,0,3,0,2
26961,1712084,3325,HK2,2022-2023,6.3,1,6.98,Tâm lý học đại cương,0,4,0,2
26961,1712084,2031,HK1,2023-2024,8.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,4
26961,1712084,3591,HK2,2022-2023,4.3,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1712188,3320,HK2,2021-2022,9.0,1,7.56,Phương pháp tính,0,2,0,5
26961,1712188,3206,HK1,2022-2023,8.3,1,8.13,Môi trường và con người,0,3,0,3
26961,1712188,3245,HK2,2022-2023,9.8,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1712188,2031,HK1,2023-2024,8.1,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1712188,3591,HK1,2022-2023,6.4,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1712188,1076,HK2,2022-2023,8.0,1,7.77,Tương tác người máy,1,5,0,3
26961,1712188,1295,HK1,2023-2024,7.8,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26961,1712230,3345,HK2,2021-2022,8.7,1,7.93,Vật lý đại cương,0,2,0,4
26961,1712230,3196,HK1,2022-2023,7.6,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1712230,3245,HK2,2022-2023,9.5,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1712230,2031,HK1,2023-2024,7.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1712230,3591,HK1,2022-2023,5.8,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1712401,3345,HK2,2021-2022,8.3,1,7.93,Vật lý đại cương,0,2,1,3
26961,1712401,3206,HK1,2022-2023,7.6,1,8.13,Môi trường và con người,0,3,1,3
26961,1712401,3245,HK2,2022-2023,9.7,1,8.25,Tiếng Việt thực hành,0,4,1,5
26961,1712401,3591,HK1,2022-2023,5.8,1,5.61,Lập trình hướng đối tượng,1,5,1,2
26961,1712401,1076,HK1,2023-2024,7.5,1,7.77,Tương tác người máy,1,5,1,3
26961,1712465,3345,HK2,2021-2022,7.6,1,7.93,Vật lý đại cương,0,2,0,3
26961,1712465,3197,HK1,2022-2023,7.4,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26961,1712465,3245,HK2,2022-2023,7.8,1,8.25,Tiếng Việt thực hành,0,4,0,3
26961,1712465,2031,HK1,2023-2024,7.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1712465,3591,HK1,2022-2023,6.0,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1712465,1076,HK1,2023-2024,8.4,1,7.77,Tương tác người máy,1,5,0,3
26961,1712471,3345,HK2,2021-2022,7.4,1,7.93,Vật lý đại cương,0,2,0,3
26961,1712471,3206,HK1,2022-2023,6.7,1,8.13,Môi trường và con người,0,3,0,2
26961,1712471,10665,HK2,2022-2023,7.6,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26961,1712471,2031,HK1,2023-2024,9.3,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,5
26961,1712471,3591,HK1,2022-2023,6.4,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1712506,3345,HK2,2021-2022,8.2,1,7.93,Vật lý đại cương,0,2,0,3
26961,1712506,3197,HK1,2022-2023,6.7,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,2
26961,1712506,3245,HK2,2022-2023,7.5,1,8.25,Tiếng Việt thực hành,0,4,0,3
26961,1712506,2031,HK1,2023-2024,6.1,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26961,1712506,3591,HK1,2022-2023,6.9,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1712506,1076,HK1,2023-2024,7.9,1,7.77,Tương tác người máy,1,5,0,3
26961,1712578,3345,HK2,2021-2022,8.3,1,7.93,Vật lý đại cương,0,2,0,3
26961,1712578,3206,HK1,2022-2023,7.6,1,8.13,Môi trường và con người,0,3,0,3
26961,1712578,3245,HK2,2022-2023,9.7,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1712578,3591,HK1,2022-2023,6.7,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1712578,1076,HK2,2022-2023,9.1,1,7.77,Tương tác người máy,1,5,0,5
26961,1712604,3345,HK2,2021-2022,9.2,1,7.93,Vật lý đại cương,0,2,0,5
26961,1712604,3206,HK1,2022-2023,7.0,1,8.13,Môi trường và con người,0,3,0,3
26961,1712604,3245,HK2,2022-2023,9.6,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1712604,3591,HK1,2022-2023,7.2,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1712604,1076,HK1,2023-2024,7.7,1,7.77,Tương tác người máy,1,5,0,3
26961,1712617,3345,HK2,2021-2022,8.8,1,7.93,Vật lý đại cương,0,2,1,4
26961,1712617,3206,HK1,2022-2023,7.5,1,8.13,Môi trường và con người,0,3,1,3
26961,1712617,3245,HK2,2022-2023,8.7,1,8.25,Tiếng Việt thực hành,0,4,1,4
26961,1712617,3591,HK1,2022-2023,5.9,1,5.61,Lập trình hướng đối tượng,1,5,1,2
26961,1712617,1076,HK2,2022-2023,6.7,1,7.77,Tương tác người máy,1,5,1,2
26961,1712664,3320,HK2,2021-2022,9.6,1,7.56,Phương pháp tính,0,2,0,5
26961,1712664,3217,HK1,2022-2023,7.6,1,6.83,Quản trị học,0,3,0,3
26961,1712664,3245,HK2,2022-2023,8.5,1,8.25,Tiếng Việt thực hành,0,4,0,4
26961,1712664,2031,HK1,2023-2024,7.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1712664,3591,HK1,2022-2023,8.0,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1712778,3345,HK2,2021-2022,8.5,1,7.93,Vật lý đại cương,0,2,0,4
26961,1712778,3206,HK1,2022-2023,6.4,1,8.13,Môi trường và con người,0,3,0,2
26961,1712778,3245,HK2,2022-2023,8.3,1,8.25,Tiếng Việt thực hành,0,4,0,3
26961,1712778,3591,HK1,2022-2023,6.0,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1712778,1076,HK2,2022-2023,8.4,1,7.77,Tương tác người máy,1,5,0,3
26961,1712784,3345,HK2,2021-2022,9.1,1,7.93,Vật lý đại cương,0,2,0,5
26961,1712784,3196,HK1,2022-2023,7.5,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1712784,2031,HK1,2023-2024,8.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1712784,3591,HK2,2022-2023,4.7,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1712870,3320,HK2,2021-2022,8.3,1,7.56,Phương pháp tính,0,2,1,3
26961,1712870,10665,HK2,2022-2023,8.3,1,7.69,Cơ sở văn hóa Việt Nam,0,4,1,3
26961,1712870,2031,HK1,2023-2024,8.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26961,1712870,3591,HK1,2022-2023,6.6,1,5.61,Lập trình hướng đối tượng,1,5,1,2
26961,1713056,3395,HK2,2021-2022,5.3,1,7.49,Logic học,0,2,1,1
26961,1713056,3196,HK1,2022-2023,7.5,1,7.51,Giao tiếp kinh doanh,0,3,1,3
26961,1713056,3245,HK2,2022-2023,9.1,1,8.25,Tiếng Việt thực hành,0,4,1,5
26961,1713056,2031,HK1,2023-2024,8.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26961,1713056,3591,HK2,2022-2023,6.7,1,5.61,Lập trình hướng đối tượng,1,5,1,2
26961,1713056,1076,HK1,2023-2024,8.8,1,7.77,Tương tác người máy,1,5,1,4
26961,1713056,2329,HK1,2023-2024,7.4,1,8.25,Nhập môn dữ liệu lớn,0,5,1,3
26961,1713056,1295,HK1,2023-2024,6.4,1,6.88,Quản trị nguồn nhân lực,0,7,1,2
26961,1713090,3345,HK2,2021-2022,7.8,1,7.93,Vật lý đại cương,0,2,0,3
26961,1713090,3206,HK1,2022-2023,7.8,1,8.13,Môi trường và con người,0,3,0,3
26961,1713090,3245,HK2,2022-2023,0.0,0,8.25,Tiếng Việt thực hành,0,4,0,0
26961,1713090,3591,HK1,2022-2023,1.0,0,5.61,Lập trình hướng đối tượng,1,5,0,0
26961,1713090,1076,HK2,2022-2023,0.0,0,7.77,Tương tác người máy,1,5,0,0
26961,1713118,3345,HK2,2021-2022,6.9,1,7.93,Vật lý đại cương,0,2,0,2
26961,1713118,3206,HK1,2022-2023,7.4,1,8.13,Môi trường và con người,0,3,0,3
26961,1713118,3203,HK1,2022-2023,9.1,1,7.19,Âm nhạc – Nhạc lý và Guitar căn bản,0,4,0,5
26961,1713118,2031,HK1,2023-2024,6.3,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26961,1713118,1076,HK2,2022-2023,7.6,1,7.77,Tương tác người máy,1,5,0,3
26961,1713121,3345,HK2,2021-2022,8.3,1,7.93,Vật lý đại cương,0,2,0,3
26961,1713121,3245,HK1,2022-2023,6.6,1,8.25,Tiếng Việt thực hành,0,4,0,2
26961,1713121,1076,HK1,2023-2024,7.7,1,7.77,Tương tác người máy,1,5,0,3
26961,1713121,3591,HK1,2023-2024,0.0,0,5.61,Lập trình hướng đối tượng,1,5,0,0
26961,1713179,3320,HK2,2021-2022,8.5,1,7.56,Phương pháp tính,0,2,0,4
26961,1713179,3197,HK1,2022-2023,7.6,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26961,1713179,3245,HK2,2022-2023,8.5,1,8.25,Tiếng Việt thực hành,0,4,0,4
26961,1713179,2031,HK1,2023-2024,6.6,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26961,1713179,3591,HK1,2022-2023,5.3,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1713179,1076,HK1,2023-2024,6.2,1,7.77,Tương tác người máy,1,5,0,2
26961,1713179,3893,HK1,2023-2024,7.7,1,7.15,Quản trị bán hàng,0,6,0,3
26961,1713225,3320,HK2,2021-2022,9.8,1,7.56,Phương pháp tính,0,2,0,5
26961,1713225,3196,HK1,2022-2023,8.4,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1713225,3245,HK2,2022-2023,9.5,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1713225,2031,HK1,2023-2024,7.1,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1713225,3591,HK2,2022-2023,6.5,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1713225,1076,HK1,2023-2024,8.9,1,7.77,Tương tác người máy,1,5,0,4
26961,1713313,3320,HK2,2021-2022,8.8,1,7.56,Phương pháp tính,0,2,0,4
26961,1713313,3196,HK1,2022-2023,7.9,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1713313,3245,HK2,2022-2023,9.7,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1713313,2031,HK1,2023-2024,8.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,4
26961,1713313,3591,HK2,2022-2023,9.5,1,5.61,Lập trình hướng đối tượng,1,5,0,5
26961,1713313,1076,HK1,2023-2024,9.4,1,7.77,Tương tác người máy,1,5,0,5
26961,1713313,2329,HK1,2023-2024,7.9,1,8.25,Nhập môn dữ liệu lớn,0,5,0,3
26961,1713313,1295,HK1,2023-2024,7.4,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26961,1713417,3320,HK2,2021-2022,9.1,1,7.56,Phương pháp tính,0,2,0,5
26961,1713417,3197,HK1,2022-2023,6.8,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,2
26961,1713417,10665,HK2,2022-2023,7.3,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26961,1713417,3591,HK1,2022-2023,6.9,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1713417,1076,HK1,2023-2024,7.7,1,7.77,Tương tác người máy,1,5,0,3
26961,1713513,3345,HK2,2021-2022,8.8,1,7.93,Vật lý đại cương,0,2,0,4
26961,1713513,3197,HK1,2022-2023,7.1,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26961,1713513,3325,HK1,2022-2023,6.7,1,6.98,Tâm lý học đại cương,0,4,0,2
26961,1713513,2031,HK1,2023-2024,5.0,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,1
26961,1713856,3320,HK2,2021-2022,1.5,0,7.56,Phương pháp tính,0,2,0,0
26961,1713856,3591,HK1,2022-2023,0.0,0,5.61,Lập trình hướng đối tượng,1,5,0,0
26961,1713964,3320,HK2,2021-2022,8.4,1,7.56,Phương pháp tính,0,2,0,3
26961,1713964,3197,HK1,2022-2023,7.2,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26961,1713964,10665,HK2,2022-2023,7.8,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26961,1713964,3591,HK1,2022-2023,6.7,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1713964,1076,HK1,2023-2024,8.3,1,7.77,Tương tác người máy,1,5,0,3
26961,1713981,3320,HK2,2021-2022,8.6,1,7.56,Phương pháp tính,0,2,0,4
26961,1713981,3197,HK1,2022-2023,7.8,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26961,1713981,3325,HK1,2023-2024,6.7,1,6.98,Tâm lý học đại cương,0,4,0,2
26961,1714000,3320,HK2,2021-2022,6.6,1,7.56,Phương pháp tính,0,2,0,2
26961,1714000,3206,HK1,2022-2023,8.2,1,8.13,Môi trường và con người,0,3,0,3
26961,1714000,2031,HK1,2023-2024,5.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26961,1714000,3245,HK1,2023-2024,6.2,1,8.25,Tiếng Việt thực hành,0,4,0,2
26961,1714000,3591,HK1,2022-2023,1.5,0,5.61,Lập trình hướng đối tượng,1,5,0,0
26961,1714011,3320,HK2,2021-2022,9.3,1,7.56,Phương pháp tính,0,2,0,5
26961,1714011,3196,HK1,2022-2023,7.9,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1714011,10665,HK2,2022-2023,8.3,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26961,1714011,2031,HK1,2023-2024,7.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1714011,3591,HK2,2022-2023,8.0,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1714011,1076,HK1,2023-2024,8.8,1,7.77,Tương tác người máy,1,5,0,4
26961,1714085,3345,HK2,2021-2022,8.8,1,7.93,Vật lý đại cương,0,2,0,4
26961,1714085,3206,HK1,2022-2023,9.5,1,8.13,Môi trường và con người,0,3,0,5
26961,1714085,2031,HK1,2023-2024,8.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,4
26961,1714085,3245,HK1,2023-2024,9.2,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1714085,3591,HK1,2022-2023,7.4,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1714085,1076,HK2,2022-2023,8.8,1,7.77,Tương tác người máy,1,5,0,4
26961,1714085,1295,HK2,2022-2023,7.5,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26961,1714390,3320,HK2,2021-2022,7.8,1,7.56,Phương pháp tính,0,2,0,3
26961,1714390,3197,HK1,2022-2023,7.0,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26961,1714390,10665,HK2,2022-2023,8.0,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26961,1714390,2031,HK1,2023-2024,7.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1714390,3591,HK1,2022-2023,5.1,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1714390,1076,HK1,2023-2024,8.0,1,7.77,Tương tác người máy,1,5,0,3
26961,1714390,1295,HK1,2023-2024,7.3,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26961,1714511,3320,HK2,2021-2022,7.6,1,7.56,Phương pháp tính,0,2,0,3
26961,1714511,3206,HK1,2022-2023,8.0,1,8.13,Môi trường và con người,0,3,0,3
26961,1714511,3245,HK1,2023-2024,7.1,1,8.25,Tiếng Việt thực hành,0,4,0,3
26961,1714511,2031,HK1,2023-2024,6.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26961,1714511,3591,HK2,2022-2023,6.4,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1714632,3320,HK2,2021-2022,8.3,1,7.56,Phương pháp tính,0,2,0,3
26961,1714632,3206,HK1,2022-2023,9.6,1,8.13,Môi trường và con người,0,3,0,5
26961,1714632,3245,HK2,2022-2023,9.4,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1714632,2031,HK1,2023-2024,8.5,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,4
26961,1714632,3591,HK1,2022-2023,6.5,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1714677,3320,HK2,2021-2022,8.8,1,7.56,Phương pháp tính,0,2,1,4
26961,1714677,3206,HK1,2022-2023,8.0,1,8.13,Môi trường và con người,0,3,1,3
26961,1714677,10665,HK2,2022-2023,8.5,1,7.69,Cơ sở văn hóa Việt Nam,0,4,1,4
26961,1714677,2031,HK1,2023-2024,7.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26961,1714677,3591,HK1,2022-2023,8.5,1,5.61,Lập trình hướng đối tượng,1,5,1,4
26961,1714677,1076,HK1,2023-2024,8.6,1,7.77,Tương tác người máy,1,5,1,4
26961,1715188,3345,HK2,2021-2022,8.1,1,7.93,Vật lý đại cương,0,2,0,3
26961,1715188,3196,HK1,2022-2023,8.2,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1715188,3245,HK2,2022-2023,9.5,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1715188,2031,HK1,2023-2024,9.1,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,5
26961,1715188,3591,HK1,2022-2023,7.8,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1715212,3345,HK2,2021-2022,8.3,1,7.93,Vật lý đại cương,0,2,0,3
26961,1715212,3196,HK1,2022-2023,8.6,1,7.51,Giao tiếp kinh doanh,0,3,0,4
26961,1715212,3245,HK2,2022-2023,9.0,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1715212,2031,HK1,2023-2024,7.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1715212,3591,HK1,2022-2023,6.7,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1715268,3345,HK2,2021-2022,6.6,1,7.93,Vật lý đại cương,0,2,0,2
26961,1715268,3196,HK1,2022-2023,7.7,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1715268,3245,HK1,2022-2023,0.0,0,8.25,Tiếng Việt thực hành,0,4,0,0
26961,1715268,3325,HK2,2022-2023,0.0,0,6.98,Tâm lý học đại cương,0,4,0,0
26961,1715268,1076,HK2,2022-2023,0.0,0,7.77,Tương tác người máy,1,5,0,0
26961,1715389,3320,HK2,2021-2022,8.2,1,7.56,Phương pháp tính,0,2,0,3
26961,1715389,3206,HK1,2022-2023,8.7,1,8.13,Môi trường và con người,0,3,0,4
26961,1715389,3245,HK2,2022-2023,9.7,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1715389,2031,HK1,2023-2024,7.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1715389,3591,HK1,2022-2023,6.6,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26961,1715490,3345,HK2,2021-2022,7.5,1,7.93,Vật lý đại cương,0,2,0,3
26961,1715490,3196,HK1,2022-2023,8.4,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1715490,3245,HK2,2022-2023,8.8,1,8.25,Tiếng Việt thực hành,0,4,0,4
26961,1715490,2031,HK1,2023-2024,7.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1715490,3591,HK1,2022-2023,4.7,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1715528,3320,HK2,2021-2022,8.5,1,7.56,Phương pháp tính,0,2,0,4
26961,1715528,3206,HK1,2022-2023,9.0,1,8.13,Môi trường và con người,0,3,0,5
26961,1715528,3325,HK1,2022-2023,8.3,1,6.98,Tâm lý học đại cương,0,4,0,3
26961,1715528,2031,HK1,2023-2024,9.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,5
26961,1715528,3591,HK1,2022-2023,7.8,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1715528,1276,HK2,2022-2023,8.3,1,7.09,Hành vi tổ chức,0,5,0,3
26961,1715528,2329,HK2,2022-2023,9.0,1,8.25,Nhập môn dữ liệu lớn,0,5,0,5
26961,1715528,1076,HK2,2022-2023,8.8,1,7.77,Tương tác người máy,1,5,0,4
26961,1715528,3893,HK1,2023-2024,8.2,1,7.15,Quản trị bán hàng,0,6,0,3
26961,1715528,1295,HK2,2022-2023,7.4,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26961,1715656,3345,HK2,2021-2022,7.8,1,7.93,Vật lý đại cương,0,2,0,3
26961,1715656,3196,HK1,2022-2023,7.3,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26961,1715656,3245,HK2,2022-2023,8.5,1,8.25,Tiếng Việt thực hành,0,4,0,4
26961,1715656,2031,HK1,2023-2024,6.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26961,1715656,3591,HK1,2022-2023,5.0,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1715656,3893,HK1,2023-2024,6.8,1,7.15,Quản trị bán hàng,0,6,0,2
26961,1715890,3395,HK2,2021-2022,8.2,1,7.49,Logic học,0,2,0,3
26961,1715890,3206,HK1,2022-2023,8.6,1,8.13,Môi trường và con người,0,3,0,4
26961,1715890,2031,HK1,2023-2024,8.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1715890,3245,HK1,2023-2024,9.4,1,8.25,Tiếng Việt thực hành,0,4,0,5
26961,1715890,3591,HK1,2022-2023,7.9,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1715890,1076,HK2,2022-2023,9.4,1,7.77,Tương tác người máy,1,5,0,5
26961,1715890,1295,HK2,2022-2023,7.7,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26961,1715898,3320,HK2,2021-2022,8.7,1,7.56,Phương pháp tính,0,2,1,4
26961,1715898,3206,HK1,2022-2023,8.4,1,8.13,Môi trường và con người,0,3,1,3
26961,1715898,10665,HK2,2022-2023,8.2,1,7.69,Cơ sở văn hóa Việt Nam,0,4,1,3
26961,1715898,2031,HK1,2023-2024,6.6,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26961,1715898,3591,HK1,2022-2023,5.9,1,5.61,Lập trình hướng đối tượng,1,5,1,2
26961,1715898,1076,HK1,2023-2024,9.2,1,7.77,Tương tác người máy,1,5,1,5
26961,1715949,3320,HK2,2021-2022,8.8,1,7.56,Phương pháp tính,0,2,0,4
26961,1715949,2031,HK1,2023-2024,7.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1715949,3591,HK1,2022-2023,7.3,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1716172,3320,HK2,2021-2022,9.1,1,7.56,Phương pháp tính,0,2,0,5
26961,1716172,3245,HK2,2022-2023,8.8,1,8.25,Tiếng Việt thực hành,0,4,0,4
26961,1716172,2031,HK1,2023-2024,7.7,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26961,1716172,3591,HK2,2022-2023,7.4,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26961,1716172,1076,HK1,2023-2024,8.1,1,7.77,Tương tác người máy,1,5,0,3
26965,1716229,3320,HK2,2021-2022,8.4,1,7.56,Phương pháp tính,0,2,0,3
26965,1716229,3206,HK1,2022-2023,7.2,1,8.13,Môi trường và con người,0,3,0,3
26965,1716229,3245,HK2,2022-2023,9.5,1,8.25,Tiếng Việt thực hành,0,4,0,5
26965,1716229,2031,HK1,2023-2024,7.4,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26965,1716229,3591,HK1,2022-2023,4.6,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1716247,3345,HK2,2021-2022,7.5,1,7.93,Vật lý đại cương,0,2,0,3
26961,1716247,3206,HK1,2022-2023,7.7,1,8.13,Môi trường và con người,0,3,0,3
26961,1716247,3245,HK2,2022-2023,6.8,1,8.25,Tiếng Việt thực hành,0,4,0,2
26961,1716247,2031,HK1,2023-2024,5.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26961,1716247,3591,HK1,2023-2024,5.4,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26961,1716596,3206,HK1,2023-2024,7.8,1,8.13,Môi trường và con người,0,3,1,3
26961,1716596,3245,HK2,2022-2023,9.6,1,8.25,Tiếng Việt thực hành,0,4,1,5
26961,1716596,2031,HK1,2023-2024,6.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26961,1716596,3591,HK2,2022-2023,7.3,1,5.61,Lập trình hướng đối tượng,1,5,1,3
26961,1716596,1076,HK1,2023-2024,8.0,1,7.77,Tương tác người máy,1,5,1,3
26961,1716722,3206,HK2,2022-2023,8.9,1,8.13,Môi trường và con người,0,3,0,4
